Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,histone acetylation (GO:0016573),1/71,0.3171901459420012,0.4242960494452683,ACTL6B
GO_Biological_Process_2021,phosphatidylinositol-mediated signaling (GO:0048015),1/71,0.3171901459420012,0.4242960494452683,HTR2A
GO_Biological_Process_2021,protein tetramerization (GO:0051262),1/71,0.3171901459420012,0.4242960494452683,HLA-DRB1
GO_Biological_Process_2021,negative regulation of neuron apoptotic process (GO:0043524),1/71,0.3171901459420012,0.4242960494452683,CPEB4
GO_Biological_Process_2021,cell morphogenesis involved in differentiation (GO:0000904),1/72,0.3208561872599088,0.4266377756725463,ARL13B
GO_Biological_Process_2021,response to ionizing radiation (GO:0010212),1/72,0.3208561872599088,0.4266377756725463,BRCA1
GO_Biological_Process_2021,cell junction organization (GO:0034330),1/72,0.3208561872599088,0.4266377756725463,SEMA3E
GO_Biological_Process_2021,positive regulation of JNK cascade (GO:0046330),1/73,0.3245027282970072,0.430897065443567,TNFRSF19
GO_Biological_Process_2021,proteolysis involved in cellular protein catabolic process (GO:0051603),1/74,0.3281298718992733,0.4351190115772083,OTUD7A
GO_Biological_Process_2021,positive regulation of lymphocyte proliferation (GO:0050671),1/75,0.3317377202083071,0.4375156906953522,SLC7A1
GO_Biological_Process_2021,positive regulation of immune response (GO:0050778),1/75,0.3317377202083071,0.4375156906953522,HLA-DRB1
GO_Biological_Process_2021,positive regulation of T cell activation (GO:0050870),1/75,0.3317377202083071,0.4375156906953522,SLC7A1
GO_Biological_Process_2021,regulation of hematopoietic progenitor cell differentiation (GO:1901532),1/75,0.3317377202083071,0.4375156906953522,DHX36
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),3/381,0.3338072820003497,0.4396486153175338,BMP4;PROK2;CD44
GO_Biological_Process_2021,cholesterol metabolic process (GO:0008203),1/77,0.3388959373789573,0.4397955288816375,INSIG1
GO_Biological_Process_2021,regulation of BMP signaling pathway (GO:0030510),1/76,0.3353263750008066,0.4397955288816375,BMP4
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),3/384,0.3382038665147253,0.4397955288816375,BMP4;DHX36;BRCA1
GO_Biological_Process_2021,cellular response to UV (GO:0034644),1/77,0.3388959373789573,0.4397955288816375,DHX36
GO_Biological_Process_2021,negative regulation of developmental process (GO:0051093),1/77,0.3388959373789573,0.4397955288816375,BMP4
GO_Biological_Process_2021,purine ribonucleotide metabolic process (GO:0009150),1/77,0.3388959373789573,0.4397955288816375,ACSM3
GO_Biological_Process_2021,positive regulation of protein modification by small protein conjugation or removal (GO:1903322),1/77,0.3388959373789573,0.4397955288816375,BRCA1
GO_Biological_Process_2021,positive regulation of endothelial cell proliferation (GO:0001938),1/77,0.3388959373789573,0.4397955288816375,BMP4
GO_Biological_Process_2021,chloride transport (GO:0006821),1/76,0.3353263750008066,0.4397955288816375,GABRB1
GO_Biological_Process_2021,phospholipid metabolic process (GO:0006644),1/76,0.3353263750008066,0.4397955288816375,AGPAT4
GO_Biological_Process_2021,positive regulation of type I interferon production (GO:0032481),1/77,0.3388959373789573,0.4397955288816375,DHX36
GO_Biological_Process_2021,negative regulation of protein serine/threonine kinase activity (GO:0071901),1/78,0.342446507908456,0.4432197146298525,BMP4
GO_Biological_Process_2021,negative regulation of blood vessel morphogenesis (GO:2000181),1/78,0.342446507908456,0.4432197146298525,SEMA3E
GO_Biological_Process_2021,recombinational repair (GO:0000725),1/79,0.3459781867350196,0.447195209450052,BRCA1
GO_Biological_Process_2021,regulation of fat cell differentiation (GO:0045598),1/80,0.3494910734322773,0.4487520784361606,ANKRD26
GO_Biological_Process_2021,negative regulation of cellular response to growth factor stimulus (GO:0090288),1/80,0.3494910734322773,0.4487520784361606,EPN2
GO_Biological_Process_2021,inflammatory response (GO:0006954),2/230,0.3490558622453236,0.4487520784361606,PROK2;CD44
GO_Biological_Process_2021,negative regulation of cell cycle (GO:0045786),1/80,0.3494910734322773,0.4487520784361606,BMP4
GO_Biological_Process_2021,regulation of organelle organization (GO:0033043),1/80,0.3494910734322773,0.4487520784361606,ZEB2
GO_Biological_Process_2021,phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),1/81,0.352985267085331,0.4526407382677332,HTR2A
GO_Biological_Process_2021,"regulation of gene expression, epigenetic (GO:0040029)",1/82,0.3564608661628759,0.4558946867240992,AEBP2
GO_Biological_Process_2021,positive regulation of protein ubiquitination (GO:0031398),1/82,0.3564608661628759,0.4558946867240992,BRCA1
GO_Biological_Process_2021,positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),1/83,0.3599179687530255,0.4579061068428545,HTT
GO_Biological_Process_2021,regulation of Notch signaling pathway (GO:0008593),1/83,0.3599179687530255,0.4579061068428545,EPN2
GO_Biological_Process_2021,glycoprotein biosynthetic process (GO:0009101),1/83,0.3599179687530255,0.4579061068428545,MGAT1
GO_Biological_Process_2021,epidermis development (GO:0008544),1/83,0.3599179687530255,0.4579061068428545,HLA-DRB1
GO_Biological_Process_2021,vascular transport (GO:0010232),1/84,0.3633566723232662,0.4610740019558939,SLC7A1
GO_Biological_Process_2021,response to insulin (GO:0032868),1/84,0.3633566723232662,0.4610740019558939,INSIG1
GO_Biological_Process_2021,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",1/85,0.36677707388026,0.464202234129704,HTT
GO_Biological_Process_2021,regulation of cell cycle G2/M phase transition (GO:1902749),1/85,0.36677707388026,0.464202234129704,KCNH5
GO_Biological_Process_2021,transport across blood-brain barrier (GO:0150104),1/86,0.3701792699378868,0.4654776848378086,SLC7A1
GO_Biological_Process_2021,negative regulation of phosphorylation (GO:0042326),1/86,0.3701792699378868,0.4654776848378086,BMP4
GO_Biological_Process_2021,regulation of interferon-gamma production (GO:0032649),1/86,0.3701792699378868,0.4654776848378086,HLA-DRB1
GO_Biological_Process_2021,positive regulation of endothelial cell migration (GO:0010595),1/86,0.3701792699378868,0.4654776848378086,BMP4
GO_Biological_Process_2021,negative regulation of cellular amide metabolic process (GO:0034249),1/86,0.3701792699378868,0.4654776848378086,DHX36
GO_Biological_Process_2021,calcium ion transmembrane transport (GO:0070588),1/87,0.3735633565033754,0.4691260756088901,TRPC6
GO_Biological_Process_2021,positive regulation of neuron projection development (GO:0010976),1/88,0.3769294290298365,0.472133253887888,DHX36
GO_Biological_Process_2021,sensory perception of mechanical stimulus (GO:0050954),1/88,0.3769294290298365,0.472133253887888,KCNQ1
GO_Biological_Process_2021,regulation of type I interferon production (GO:0032479),1/89,0.38027758252405,0.4738843720684315,DHX36
GO_Biological_Process_2021,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),1/89,0.38027758252405,0.4738843720684315,FBXL16
GO_Biological_Process_2021,regulation of endothelial cell migration (GO:0010594),1/89,0.38027758252405,0.4738843720684315,BMP4
GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),1/89,0.38027758252405,0.4738843720684315,CD44
GO_Biological_Process_2021,positive regulation of autophagy (GO:0010508),1/90,0.3836079114336885,0.4755955228489098,HTT
GO_Biological_Process_2021,positive regulation of binding (GO:0051099),1/90,0.3836079114336885,0.4755955228489098,BMP4
GO_Biological_Process_2021,protein complex oligomerization (GO:0051259),1/90,0.3836079114336885,0.4755955228489098,HLA-DRB1
GO_Biological_Process_2021,"regulation of mRNA splicing, via spliceosome (GO:0048024)",1/90,0.3836079114336885,0.4755955228489098,SAP18
GO_Biological_Process_2021,sensory perception of sound (GO:0007605),1/91,0.386920509885947,0.4784818519200262,KCNQ1
GO_Biological_Process_2021,regulation of actin cytoskeleton organization (GO:0032956),1/91,0.386920509885947,0.4784818519200262,SEMA3E
GO_Biological_Process_2021,cellular response to fibroblast growth factor stimulus (GO:0044344),1/92,0.3902154712315119,0.4789008056023101,CD44
GO_Biological_Process_2021,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",2/251,0.3893502030228881,0.4789008056023101,SNRPN;SRRT
GO_Biological_Process_2021,T cell activation (GO:0042110),1/92,0.3902154712315119,0.4789008056023101,CD44
GO_Biological_Process_2021,Wnt signaling pathway (GO:0016055),1/92,0.3902154712315119,0.4789008056023101,CCDC88C
GO_Biological_Process_2021,regulation of peptidyl-tyrosine phosphorylation (GO:0050730),1/92,0.3902154712315119,0.4789008056023101,CD44
GO_Biological_Process_2021,regulation of endothelial cell proliferation (GO:0001936),1/92,0.3902154712315119,0.4789008056023101,BMP4
GO_Biological_Process_2021,positive regulation of signal transduction (GO:0009967),2/252,0.3912432282641479,0.4795566429669001,HTT;EPN2
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),2/253,0.3931336901891805,0.4798934601365161,BMP4;HLA-DRB1
GO_Biological_Process_2021,regulation of epithelial cell proliferation (GO:0050678),1/93,0.3934928886098799,0.4798934601365161,BMP4
GO_Biological_Process_2021,positive regulation of peptidyl-serine phosphorylation (GO:0033138),1/93,0.3934928886098799,0.4798934601365161,CD44
GO_Biological_Process_2021,regulation of heart contraction (GO:0008016),1/93,0.3934928886098799,0.4798934601365161,KCNQ1
GO_Biological_Process_2021,negative regulation of cell death (GO:0060548),1/94,0.3967528545440112,0.4804577652479932,BMP4
GO_Biological_Process_2021,hemopoiesis (GO:0030097),1/94,0.3967528545440112,0.4804577652479932,BMP4
GO_Biological_Process_2021,regulation of kinase activity (GO:0043549),1/94,0.3967528545440112,0.4804577652479932,HLA-DRB1
GO_Biological_Process_2021,negative regulation of cellular protein metabolic process (GO:0032269),1/94,0.3967528545440112,0.4804577652479932,DHX36
GO_Biological_Process_2021,positive regulation of epithelial cell migration (GO:0010634),1/94,0.3967528545440112,0.4804577652479932,BMP4
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",6/948,0.396921384253229,0.4804577652479932,BMP4;ZEB2;PRDM16;SAP18;BRCA1;TCFL5
GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),2/258,0.4025466244487503,0.4866608444828175,BMP4;DHX36
GO_Biological_Process_2021,cellular transition metal ion homeostasis (GO:0046916),1/96,0.4032207996447776,0.4868703319934457,SLC39A7
GO_Biological_Process_2021,positive regulation of cold-induced thermogenesis (GO:0120162),1/97,0.4064289615370894,0.4877147538445073,PRDM16
GO_Biological_Process_2021,regulation of MAP kinase activity (GO:0043405),1/97,0.4064289615370894,0.4877147538445073,BMP4
GO_Biological_Process_2021,double-strand break repair via homologous recombination (GO:0000724),1/97,0.4064289615370894,0.4877147538445073,BRCA1
GO_Biological_Process_2021,calcium ion homeostasis (GO:0055074),1/97,0.4064289615370894,0.4877147538445073,HTR2A
GO_Biological_Process_2021,glycosaminoglycan biosynthetic process (GO:0006024),1/97,0.4064289615370894,0.4877147538445073,HAS1
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),1/98,0.4096200372899212,0.4891285948965643,HLA-DRB1
GO_Biological_Process_2021,negative regulation of neuron death (GO:1901215),1/98,0.4096200372899212,0.4891285948965643,CPEB4
GO_Biological_Process_2021,regulation of peptidyl-serine phosphorylation (GO:0033135),1/98,0.4096200372899212,0.4891285948965643,CD44
GO_Biological_Process_2021,regulation of neuron apoptotic process (GO:0043523),1/98,0.4096200372899212,0.4891285948965643,CPEB4
GO_Biological_Process_2021,response to UV (GO:0009411),1/99,0.4127941170677454,0.4911087904404511,DHX36
GO_Biological_Process_2021,sensory perception of chemical stimulus (GO:0007606),1/99,0.4127941170677454,0.4911087904404511,OR5D13
GO_Biological_Process_2021,positive regulation of stress-activated MAPK cascade (GO:0032874),1/99,0.4127941170677454,0.4911087904404511,TNFRSF19
GO_Biological_Process_2021,organic acid transport (GO:0015849),1/100,0.4159512905205901,0.4924539030280311,SLC7A1
GO_Biological_Process_2021,cell-matrix adhesion (GO:0007160),1/100,0.4159512905205901,0.4924539030280311,CD44
GO_Biological_Process_2021,positive regulation of translation (GO:0045727),1/100,0.4159512905205901,0.4924539030280311,DHX36
GO_Biological_Process_2021,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),1/100,0.4159512905205901,0.4924539030280311,HLA-DRB1
GO_Biological_Process_2021,epithelial cell differentiation (GO:0030855),1/101,0.4190916468980488,0.4955682247991526,BMP4
GO_Biological_Process_2021,positive regulation of vasculature development (GO:1904018),1/102,0.4222152748646144,0.4962433460319289,BRCA1
GO_Biological_Process_2021,central nervous system development (GO:0007417),2/268,0.4211656350250072,0.4962433460319289,ZIC1;DCLK1
GO_Biological_Process_2021,regulation of cell death (GO:0010941),1/102,0.4222152748646144,0.4962433460319289,BMP4
GO_Biological_Process_2021,intrinsic apoptotic signaling pathway (GO:0097193),1/102,0.4222152748646144,0.4962433460319289,BRCA1
GO_Biological_Process_2021,cell junction assembly (GO:0034329),1/102,0.4222152748646144,0.4962433460319289,PCDHB11
GO_Biological_Process_2021,chromatin remodeling (GO:0006338),1/103,0.425322262727798,0.4986890704118453,ACTL6B
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen (GO:0002478),1/103,0.425322262727798,0.4986890704118453,HLA-DRB1
GO_Biological_Process_2021,cellular metal ion homeostasis (GO:0006875),1/104,0.4284126982604551,0.5011036615032037,HTR2A
GO_Biological_Process_2021,steroid metabolic process (GO:0008202),1/104,0.4284126982604551,0.5011036615032037,UGT2B28
GO_Biological_Process_2021,regulation of JNK cascade (GO:0046328),1/105,0.4314866689182884,0.5034874456045335,TNFRSF19
GO_Biological_Process_2021,activation of GTPase activity (GO:0090630),1/105,0.4314866689182884,0.5034874456045335,NGEF
GO_Biological_Process_2021,"mRNA splicing, via spliceosome (GO:0000398)",2/274,0.4321968785761076,0.5037114699951759,SNRPN;SRRT
GO_Biological_Process_2021,protein localization to nucleus (GO:0034504),1/106,0.4345442615283541,0.5040298594338428,BMP4
GO_Biological_Process_2021,chromosome organization (GO:0051276),1/106,0.4345442615283541,0.5040298594338428,ACTL6B
GO_Biological_Process_2021,cellular response to peptide hormone stimulus (GO:0071375),1/106,0.4345442615283541,0.5040298594338428,INSIG1
GO_Biological_Process_2021,small GTPase mediated signal transduction (GO:0007264),1/106,0.4345442615283541,0.5040298594338428,CCDC88C
GO_Biological_Process_2021,DNA metabolic process (GO:0006259),2/277,0.4376712641249781,0.507051810166244,TOP1MT;BRCA1
GO_Biological_Process_2021,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),1/108,0.4406106579835205,0.5098494756666452,PRDM16
GO_Biological_Process_2021,regulation of protein ubiquitination (GO:0031396),1/109,0.443619633306226,0.512111975740679,BRCA1
GO_Biological_Process_2021,modulation of chemical synaptic transmission (GO:0050804),1/109,0.443619633306226,0.512111975740679,GRM2
GO_Biological_Process_2021,response to tumor necrosis factor (GO:0034612),1/110,0.4466125736694527,0.5149554230210059,BRCA1
GO_Biological_Process_2021,regulation of protein serine/threonine kinase activity (GO:0071900),1/111,0.4495895637448875,0.5171610129704505,HTT
GO_Biological_Process_2021,sensory perception of smell (GO:0007608),1/111,0.4495895637448875,0.5171610129704505,OR5D13
GO_Biological_Process_2021,positive regulation of metabolic process (GO:0009893),1/113,0.4554960292578489,0.5227179934340368,PRDM16
GO_Biological_Process_2021,sulfur compound biosynthetic process (GO:0044272),1/113,0.4554960292578489,0.5227179934340368,CNDP2
GO_Biological_Process_2021,positive regulation of kinase activity (GO:0033674),1/114,0.4584256718667145,0.5248406985329169,HLA-DRB1
GO_Biological_Process_2021,response to lipid (GO:0033993),1/114,0.4584256718667145,0.5248406985329169,RXRB
GO_Biological_Process_2021,cellular amide metabolic process (GO:0043603),1/115,0.4613396982995186,0.5269355895971,ACSM3
GO_Biological_Process_2021,calcium ion transport (GO:0006816),1/115,0.4613396982995186,0.5269355895971,TRPC6
GO_Biological_Process_2021,sphingolipid metabolic process (GO:0006665),1/116,0.4642381910789304,0.5290029563056511,TECR
GO_Biological_Process_2021,positive regulation of angiogenesis (GO:0045766),1/116,0.4642381910789304,0.5290029563056511,BRCA1
GO_Biological_Process_2021,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),1/118,0.4699889032974546,0.534303174275001,GPR78
GO_Biological_Process_2021,regulation of protein binding (GO:0043393),1/118,0.4699889032974546,0.534303174275001,BMP4
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),6/1025,0.4706723056144036,0.5344550012350471,BMP4;PTPRR;MGAT1;FBXL16;PTPN14;DCLK1
GO_Biological_Process_2021,regulation of cell cycle (GO:0051726),2/296,0.4716680149709459,0.5349606890919013,BMP4;BRCA1
GO_Biological_Process_2021,macroautophagy (GO:0016236),1/120,0.4756784595921537,0.5388804926848175,NBR1
GO_Biological_Process_2021,positive regulation of gene expression (GO:0010628),3/482,0.4783689321064589,0.5403804388937897,BMP4;DHX36;BRCA1
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),2/300,0.4786703270448075,0.5403804388937897,HAS1;CD44
GO_Biological_Process_2021,mRNA processing (GO:0006397),2/300,0.4786703270448075,0.5403804388937897,SNRPN;SRRT
GO_Biological_Process_2021,regulation of mRNA catabolic process (GO:0061013),1/122,0.4813075043200927,0.5427272554514271,DHX36
GO_Biological_Process_2021,innate immune response (GO:0045087),2/302,0.4821505570683323,0.5430479043689675,KLRC2;TRIM31
GO_Biological_Process_2021,regulation of anatomical structure morphogenesis (GO:0022603),1/123,0.4840995343630401,0.5433542117793013,PROK2
GO_Biological_Process_2021,positive regulation of epithelial cell proliferation (GO:0050679),1/123,0.4840995343630401,0.5433542117793013,BMP4
GO_Biological_Process_2021,cellular response to organic substance (GO:0071310),1/123,0.4840995343630401,0.5433542117793013,PTPN14
GO_Biological_Process_2021,non-canonical Wnt signaling pathway (GO:0035567),1/124,0.4868766750155253,0.5458409782180976,CCDC88C
GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122),4/684,0.5001111999439372,0.5598695132597694,BMP4;ZEB2;PRDM16;TCFL5
GO_Biological_Process_2021,cellular response to insulin stimulus (GO:0032869),1/129,0.5005417767723659,0.5598695132597694,INSIG1
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),2/314,0.5027328179147238,0.5602986766848255,BRCA1;FBXL16
GO_Biological_Process_2021,Golgi organization (GO:0007030),1/130,0.503231218874334,0.5602986766848255,HTT
GO_Biological_Process_2021,positive regulation of canonical Wnt signaling pathway (GO:0090263),1/130,0.503231218874334,0.5602986766848255,ZEB2
GO_Biological_Process_2021,cellular macromolecule biosynthetic process (GO:0034645),2/314,0.5027328179147238,0.5602986766848255,TOP1MT;BRCA1
GO_Biological_Process_2021,positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),1/134,0.5138462702614615,0.5714629001077123,CD44
GO_Biological_Process_2021,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),1/136,0.5190692176491637,0.5759535154737295,HLA-DRB1
GO_Biological_Process_2021,organic substance transport (GO:0071702),1/136,0.5190692176491637,0.5759535154737295,LRP1B
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),6/1079,0.5210428152664184,0.5774841692576496,BMP4;DHX36;SRRT;BRCA1;TRIM31;TCFL5
GO_Biological_Process_2021,regulation of inflammatory response to antigenic stimulus (GO:0002861),1/137,0.5216598069580667,0.5775094901631445,HLA-DRB1
GO_Biological_Process_2021,transcription initiation from RNA polymerase II promoter (GO:0006367),1/140,0.5293489177995421,0.5846899410240396,RXRB
GO_Biological_Process_2021,neuron projection morphogenesis (GO:0048812),1/140,0.5293489177995421,0.5846899410240396,DCLK1
GO_Biological_Process_2021,protein localization to organelle (GO:0033365),1/142,0.5344068369087035,0.5896066350456979,BMP4
GO_Biological_Process_2021,positive regulation of cytokine production (GO:0001819),2/335,0.5374770704216772,0.589647530981795,DHX36;BRCA1
GO_Biological_Process_2021,monocarboxylic acid metabolic process (GO:0032787),1/143,0.5369155658629213,0.589647530981795,ACSF3
GO_Biological_Process_2021,receptor-mediated endocytosis (GO:0006898),1/143,0.5369155658629213,0.589647530981795,LRP1B
GO_Biological_Process_2021,neuron development (GO:0048666),1/143,0.5369155658629213,0.589647530981795,ACTL6B
GO_Biological_Process_2021,protein ubiquitination (GO:0016567),3/525,0.5356936442983838,0.589647530981795,BRCA1;FBXL16;TRIM31
GO_Biological_Process_2021,regulation of mRNA stability (GO:0043488),1/146,0.5443616833429977,0.5965271208674112,DHX36
GO_Biological_Process_2021,positive regulation of cytosolic calcium ion concentration (GO:0007204),1/147,0.5468172676327964,0.5985432253818447,PROK2
GO_Biological_Process_2021,positive regulation of transferase activity (GO:0051347),1/148,0.5492597409189909,0.5998656945766957,HLA-DRB1
GO_Biological_Process_2021,positive regulation of intracellular protein transport (GO:0090316),1/148,0.5492597409189909,0.5998656945766957,ZIC1
GO_Biological_Process_2021,positive regulation of hydrolase activity (GO:0051345),1/149,0.5516891725318572,0.6004355339040759,ARHGAP11B
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),2/345,0.5534342462210745,0.6004355339040759,BMP4;PRDM16
GO_Biological_Process_2021,response to cytokine (GO:0034097),1/150,0.5541056315966627,0.6004355339040759,PTPN14
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),1/150,0.5541056315966627,0.6004355339040759,HLA-DRB1
GO_Biological_Process_2021,brain development (GO:0007420),1/150,0.5541056315966627,0.6004355339040759,ZIC1
GO_Biological_Process_2021,regulation of G2/M transition of mitotic cell cycle (GO:0010389),1/149,0.5516891725318572,0.6004355339040759,KCNH5
GO_Biological_Process_2021,post-translational protein modification (GO:0043687),2/345,0.5534342462210745,0.6004355339040759,BMP4;FBXL16
GO_Biological_Process_2021,positive regulation of Wnt signaling pathway (GO:0030177),1/153,0.5612778570623167,0.6075301526331536,ZEB2
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),3/546,0.5623928285715062,0.6078490528288886,DHX36;TNFRSF19;HLA-DRB1
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),2/351,0.5628231970637857,0.6078490528288886,CCDC88C;LTBP3
GO_Biological_Process_2021,regulation of signal transduction by p53 class mediator (GO:1901796),1/156,0.5683357777345711,0.6124416584900256,BRCA1
GO_Biological_Process_2021,regulation of cell differentiation (GO:0045595),1/156,0.5683357777345711,0.6124416584900256,TCFL5
GO_Biological_Process_2021,cellular response to starvation (GO:0009267),1/158,0.57297844782357,0.6153978467232155,CPEB4
GO_Biological_Process_2021,skeletal system development (GO:0001501),1/158,0.57297844782357,0.6153978467232155,CD44
GO_Biological_Process_2021,T cell receptor signaling pathway (GO:0050852),1/158,0.57297844782357,0.6153978467232155,HLA-DRB1
GO_Biological_Process_2021,heart development (GO:0007507),1/164,0.5866117112534871,0.6286511392926014,BMP4
GO_Biological_Process_2021,double-strand break repair (GO:0006302),1/164,0.5866117112534871,0.6286511392926014,BRCA1
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),4/764,0.5880141057006996,0.6294600338558151,BMP4;PROK2;PTPN14;TCFL5
GO_Biological_Process_2021,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),1/165,0.5888416171010411,0.6296524222466579,GPR78
GO_Biological_Process_2021,"DNA-templated transcription, initiation (GO:0006352)",1/168,0.5954600857178269,0.6360298937557448,RXRB
GO_Biological_Process_2021,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),1/170,0.5998136507026303,0.6399768040427625,PCDHB11
GO_Biological_Process_2021,neuron projection development (GO:0031175),1/171,0.6019729953184988,0.6415764818526106,DCLK1
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),2/379,0.6047782705679101,0.6438603274830325,BMP4;PTPN14
GO_Biological_Process_2021,glycerophospholipid biosynthetic process (GO:0046474),1/177,0.6146887833159396,0.6529808714569325,AGPAT4
GO_Biological_Process_2021,positive regulation of developmental process (GO:0051094),1/177,0.6146887833159396,0.6529808714569325,BMP4
GO_Biological_Process_2021,regulation of translation (GO:0006417),1/178,0.6167685977800575,0.6537612617690468,DHX36
GO_Biological_Process_2021,negative regulation of immune response (GO:0050777),1/178,0.6167685977800575,0.6537612617690468,HLA-DRB1
GO_Biological_Process_2021,regulation of immune response (GO:0050776),1/179,0.6188372902577597,0.6552394838023338,HLA-DRB1
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),1/180,0.6208949196535313,0.6567027877075434,ZEB2
GO_Biological_Process_2021,negative regulation of cytokine production (GO:0001818),1/182,0.6249772231745911,0.6603020227453288,HLA-DRB1
GO_Biological_Process_2021,antigen receptor-mediated signaling pathway (GO:0050851),1/185,0.6310191605772231,0.6659615896645612,HLA-DRB1
GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),1/188,0.6369646519305451,0.6715072035536765,KCNH5
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),2/404,0.6396376808733788,0.6735946108439049,KALRN;NGEF
GO_Biological_Process_2021,protein modification by small protein conjugation (GO:0032446),2/409,0.6463164629503864,0.6798913441426142,BRCA1;TRIM31
GO_Biological_Process_2021,negative regulation of macromolecule metabolic process (GO:0010605),1/194,0.6485723736693229,0.6807908717133713,BMP4
GO_Biological_Process_2021,cellular response to tumor necrosis factor (GO:0071356),1/194,0.6485723736693229,0.6807908717133713,BRCA1
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),3/621,0.6498924727919073,0.6814406510827766,TRIM31;HLA-DRB1;CD44
KEGG_2021_Human,Morphine addiction,1/91,0.386920509885947,0.6820479508260875,GABRB1
KEGG_2021_Human,Gap junction,1/88,0.3769294290298365,0.6820479508260875,HTR2A
KEGG_2021_Human,GABAergic synapse,1/89,0.38027758252405,0.6820479508260875,GABRB1
KEGG_2021_Human,Bile secretion,1/90,0.3836079114336885,0.6820479508260875,UGT2B28
KEGG_2021_Human,Leukocyte transendothelial migration,1/114,0.4584256718667145,0.6820479508260875,RASSF5
KEGG_2021_Human,Glycerolipid metabolism,1/61,0.27943422660169,0.6820479508260875,AGPAT4
KEGG_2021_Human,Basal cell carcinoma,1/63,0.2871472983696236,0.6820479508260875,BMP4
KEGG_2021_Human,Lysine degradation,1/63,0.2871472983696236,0.6820479508260875,PRDM16
KEGG_2021_Human,Epstein-Barr virus infection,2/202,0.2941141217490085,0.6820479508260875,HLA-DRB1;CD44
KEGG_2021_Human,Inflammatory bowel disease,1/65,0.294778571215425,0.6820479508260875,HLA-DRB1
KEGG_2021_Human,Mitophagy,1/68,0.3060739851180765,0.6820479508260875,NBR1
KEGG_2021_Human,Retinol metabolism,1/68,0.3060739851180765,0.6820479508260875,UGT2B28
KEGG_2021_Human,Adipocytokine signaling pathway,1/69,0.3097991489946617,0.6820479508260875,RXRB
KEGG_2021_Human,PPAR signaling pathway,1/74,0.3281298718992733,0.6820479508260875,RXRB
KEGG_2021_Human,Gastric acid secretion,1/76,0.3353263750008066,0.6820479508260875,KCNQ1
KEGG_2021_Human,Chemical carcinogenesis,2/239,0.3664441967113824,0.6820479508260875,RXRB;UGT2B28
KEGG_2021_Human,Antigen processing and presentation,2/78,0.0655019908973351,0.6820479508260875,KLRC2;HLA-DRB1
KEGG_2021_Human,Progesterone-mediated oocyte maturation,1/100,0.4159512905205901,0.6820479508260875,CPEB4
KEGG_2021_Human,Protein digestion and absorption,1/103,0.425322262727798,0.6820479508260875,KCNQ1
KEGG_2021_Human,Non-small cell lung cancer,2/72,0.0569012171577916,0.6820479508260875,RXRB;RASSF5
KEGG_2021_Human,Steroid hormone biosynthesis,1/61,0.27943422660169,0.6820479508260875,UGT2B28
KEGG_2021_Human,Thyroid cancer,1/37,0.1801716133679437,0.6820479508260875,RXRB
KEGG_2021_Human,RNA degradation,1/79,0.3459781867350196,0.6820479508260875,DHX36
