Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,dicarboxylic acid catabolic process (GO:0043649),3/14,5.191409121134976e-05,0.0504604966574319,ACSF3;ASPA;DDO
GO_Biological_Process_2021,aspartate metabolic process (GO:0006531),2/6,0.000419413312460593,0.2038348698558482,ASPA;DDO
GO_Biological_Process_2021,regulation of T-helper cell differentiation (GO:0045622),1/6,0.0316774286006728,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,fatty-acyl-CoA biosynthetic process (GO:0046949),2/30,0.0111874132699015,0.2539576789053526,TECR;ACSF3
GO_Biological_Process_2021,cellular amino acid catabolic process (GO:0009063),3/90,0.0124911796757363,0.2539576789053526,ARHGAP11B;ASPA;DDO
GO_Biological_Process_2021,regulation of dendritic spine morphogenesis (GO:0061001),2/32,0.012668114947714,0.2539576789053526,DHX36;NGEF
GO_Biological_Process_2021,regulation of intracellular protein transport (GO:0033157),2/32,0.012668114947714,0.2539576789053526,BMP4;PTPN14
GO_Biological_Process_2021,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),3/92,0.0132505787720831,0.2539576789053526,BMP4;ZEB2;RBPMS
GO_Biological_Process_2021,protein destabilization (GO:0031648),2/34,0.0142293667322012,0.2539576789053526,CCDC88C;HTT
GO_Biological_Process_2021,regulation of ossification (GO:0030278),2/36,0.0158693141798747,0.2539576789053526,BMP4;NBR1
GO_Biological_Process_2021,regulation of protein import into nucleus (GO:0042306),2/36,0.0158693141798747,0.2539576789053526,BMP4;ZIC1
GO_Biological_Process_2021,inorganic cation transmembrane transport (GO:0098662),5/274,0.0159534035712558,0.2539576789053526,KCNH5;TRPC6;KCNQ1;SLC39A7;KCNAB3
GO_Biological_Process_2021,glutamate receptor signaling pathway (GO:0007215),2/37,0.0167182274105929,0.2539576789053526,GRM2;CPEB4
GO_Biological_Process_2021,regulation of viral entry into host cell (GO:0046596),2/39,0.0184728062474219,0.2539576789053526,TRIM31;HLA-DRB1
GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068),5/286,0.0188365245678139,0.2539576789053526,BMP4;HTT;SAP18;KALRN;NGEF
GO_Biological_Process_2021,carboxylic acid metabolic process (GO:0019752),2/40,0.0193780266536451,0.2539576789053526,PON3;DDO
GO_Biological_Process_2021,extracellular matrix assembly (GO:0085029),2/24,0.0072476085382913,0.2539576789053526,HAS1;LTBP3
GO_Biological_Process_2021,regulation of potassium ion transmembrane transport (GO:1901379),2/54,0.0338785697929161,0.2539576789053526,KCNQ1;KCNAB3
GO_Biological_Process_2021,cartilage development (GO:0051216),2/52,0.0316090355235233,0.2539576789053526,BMP4;CD44
GO_Biological_Process_2021,positive regulation of leukocyte mediated cytotoxicity (GO:0001912),2/43,0.0222027783432186,0.2539576789053526,KLRC2;HLA-DRB1
GO_Biological_Process_2021,branching morphogenesis of an epithelial tube (GO:0048754),2/44,0.023180004560354,0.2539576789053526,BMP4;SEMA3E
GO_Biological_Process_2021,positive regulation of apoptotic process (GO:0043065),5/310,0.0255893112378248,0.2539576789053526,BMP4;HTT;SAP18;KALRN;NGEF
GO_Biological_Process_2021,positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862),2/47,0.026215630321282,0.2539576789053526,BMP4;RBPMS
GO_Biological_Process_2021,pulmonary artery morphogenesis (GO:0061156),1/5,0.0264677460982748,0.2539576789053526,BMP4
GO_Biological_Process_2021,sprouting angiogenesis (GO:0002040),2/52,0.0316090355235233,0.2539576789053526,BMP4;SEMA3E
GO_Biological_Process_2021,negative regulation of fibroblast migration (GO:0010764),1/6,0.0316774286006728,0.2539576789053526,HAS1
GO_Biological_Process_2021,negative regulation of histone H3-K9 methylation (GO:0051573),1/6,0.0316774286006728,0.2539576789053526,BRCA1
GO_Biological_Process_2021,blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:0002043),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of morphogenesis of an epithelium (GO:1905331),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,regulation of digestive system process (GO:0044058),1/6,0.0316774286006728,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,negative regulation of T cell differentiation in thymus (GO:0033085),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,regulation of immature T cell proliferation in thymus (GO:0033084),1/6,0.0316774286006728,0.2539576789053526,BMP4
GO_Biological_Process_2021,peptide antigen assembly with MHC protein complex (GO:0002501),1/6,0.0316774286006728,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,positive regulation of nucleic acid-templated transcription (GO:1903508),7/511,0.0199341258471236,0.2539576789053526,BMP4;RXRB;PRDM16;ZIC1;BRCA1;HLA-DRB1;NPAS3
GO_Biological_Process_2021,negative regulation of centriole replication (GO:0046600),1/7,0.0368594932260918,0.2539576789053526,BRCA1
GO_Biological_Process_2021,negative regulation of cytoplasmic translation (GO:2000766),1/7,0.0368594932260918,0.2539576789053526,CPEB4
GO_Biological_Process_2021,negative regulation of dendritic spine development (GO:0061000),1/7,0.0368594932260918,0.2539576789053526,NGEF
GO_Biological_Process_2021,regulation of atrial cardiac muscle cell membrane repolarization (GO:0060372),1/7,0.0368594932260918,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,negative regulation of intracellular transport (GO:0032387),1/7,0.0368594932260918,0.2539576789053526,INSIG1
GO_Biological_Process_2021,cellular response to histamine (GO:0071420),1/7,0.0368594932260918,0.2539576789053526,GABRB1
GO_Biological_Process_2021,negative regulation of striated muscle tissue development (GO:0045843),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of T cell apoptotic process (GO:0070233),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,cellular response to platelet-derived growth factor stimulus (GO:0036120),1/7,0.0368594932260918,0.2539576789053526,HAS1
GO_Biological_Process_2021,coronary vasculature development (GO:0060976),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,regulation of mesenchymal stem cell differentiation (GO:2000739),1/7,0.0368594932260918,0.2539576789053526,LTBP3
GO_Biological_Process_2021,pexophagy (GO:0000425),1/7,0.0368594932260918,0.2539576789053526,NBR1
GO_Biological_Process_2021,pharyngeal arch artery morphogenesis (GO:0061626),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,epithelial cell differentiation involved in kidney development (GO:0035850),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of cardiac muscle cell differentiation (GO:2000727),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,regulation of T cell mediated immune response to tumor cell (GO:0002840),1/7,0.0368594932260918,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,G-quadruplex DNA unwinding (GO:0044806),1/7,0.0368594932260918,0.2539576789053526,DHX36
GO_Biological_Process_2021,positive regulation of cytoplasmic translation (GO:2000767),1/7,0.0368594932260918,0.2539576789053526,DHX36
GO_Biological_Process_2021,glandular epithelial cell development (GO:0002068),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of histone H4 acetylation (GO:0090240),1/7,0.0368594932260918,0.2539576789053526,BRCA1
GO_Biological_Process_2021,hyaluronan biosynthetic process (GO:0030213),1/7,0.0368594932260918,0.2539576789053526,HAS1
GO_Biological_Process_2021,sinoatrial node development (GO:0003163),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of phospholipid biosynthetic process (GO:0071073),1/7,0.0368594932260918,0.2539576789053526,HTR2A
GO_Biological_Process_2021,lymphoid progenitor cell differentiation (GO:0002320),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of striated muscle contraction (GO:0045989),1/7,0.0368594932260918,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,type B pancreatic cell development (GO:0003323),1/7,0.0368594932260918,0.2539576789053526,BMP4
GO_Biological_Process_2021,protein localization to ciliary membrane (GO:1903441),1/7,0.0368594932260918,0.2539576789053526,ARL13B
GO_Biological_Process_2021,regulation of bone mineralization (GO:0030500),2/57,0.0373981136002831,0.2539576789053526,BMP4;NBR1
GO_Biological_Process_2021,chordate embryonic development (GO:0043009),2/58,0.0386012532658585,0.2539576789053526,PTPRR;BRCA1
GO_Biological_Process_2021,regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393),2/58,0.0386012532658585,0.2539576789053526,BMP4;RBPMS
GO_Biological_Process_2021,potassium ion transmembrane transport (GO:0071805),3/139,0.038647832985163,0.2539576789053526,KCNH5;KCNQ1;KCNAB3
GO_Biological_Process_2021,protein dephosphorylation (GO:0006470),3/139,0.038647832985163,0.2539576789053526,PTPRR;PPP2R2B;PTPN14
GO_Biological_Process_2021,regulation of ERK1 and ERK2 cascade (GO:0070372),4/238,0.0390401322123033,0.2539576789053526,PTPRR;HTR2A;HLA-DRB1;CD44
GO_Biological_Process_2021,selective autophagy (GO:0061912),2/59,0.0398190547274451,0.2539576789053526,ARL13B;NBR1
GO_Biological_Process_2021,regulation of small GTPase mediated signal transduction (GO:0051056),3/141,0.0400487977891164,0.2539576789053526,ARHGAP11B;KALRN;NGEF
GO_Biological_Process_2021,aromatic compound catabolic process (GO:0019439),1/8,0.0420140846464806,0.2539576789053526,PON3
GO_Biological_Process_2021,atrial cardiac muscle cell to AV node cell signaling (GO:0086026),1/8,0.0420140846464806,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,basic amino acid transport (GO:0015802),1/8,0.0420140846464806,0.2539576789053526,SLC7A1
GO_Biological_Process_2021,"regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)",1/8,0.0420140846464806,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,brown fat cell differentiation (GO:0050873),1/8,0.0420140846464806,0.2539576789053526,PRDM16
GO_Biological_Process_2021,negative regulation of mitotic nuclear division (GO:0045839),1/8,0.0420140846464806,0.2539576789053526,BMP4
GO_Biological_Process_2021,cellular response to epinephrine stimulus (GO:0071872),1/8,0.0420140846464806,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,collecting duct development (GO:0072044),1/8,0.0420140846464806,0.2539576789053526,BMP4
GO_Biological_Process_2021,elastic fiber assembly (GO:0048251),1/8,0.0420140846464806,0.2539576789053526,LTBP3
GO_Biological_Process_2021,"positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)",1/8,0.0420140846464806,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,regulation of striated muscle tissue development (GO:0016202),1/8,0.0420140846464806,0.2539576789053526,BMP4
GO_Biological_Process_2021,fructose metabolic process (GO:0006000),1/8,0.0420140846464806,0.2539576789053526,SORD
GO_Biological_Process_2021,response to epinephrine (GO:0071871),1/8,0.0420140846464806,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,positive regulation of melanin biosynthetic process (GO:0048023),1/8,0.0420140846464806,0.2539576789053526,ZEB2
GO_Biological_Process_2021,RNA secondary structure unwinding (GO:0010501),1/8,0.0420140846464806,0.2539576789053526,DHX36
GO_Biological_Process_2021,positive regulation of muscle contraction (GO:0045933),1/8,0.0420140846464806,0.2539576789053526,PROK2
GO_Biological_Process_2021,leukocyte aggregation (GO:0070486),1/8,0.0420140846464806,0.2539576789053526,CD44
GO_Biological_Process_2021,SREBP signaling pathway (GO:0032933),1/8,0.0420140846464806,0.2539576789053526,INSIG1
GO_Biological_Process_2021,positive regulation of secondary metabolite biosynthetic process (GO:1900378),1/8,0.0420140846464806,0.2539576789053526,ZEB2
GO_Biological_Process_2021,ventricular cardiac muscle cell membrane repolarization (GO:0099625),1/8,0.0420140846464806,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,O-glycan processing (GO:0016266),2/61,0.042297892289521,0.2539576789053526,MUC4;GALNT10
GO_Biological_Process_2021,positive regulation of DNA metabolic process (GO:0051054),2/63,0.044833140295788,0.2539576789053526,DHX36;BRCA1
GO_Biological_Process_2021,monocarboxylic acid biosynthetic process (GO:0072330),2/63,0.044833140295788,0.2539576789053526,ACSM3;ACSF3
GO_Biological_Process_2021,negative regulation of cell cycle process (GO:0010948),2/64,0.0461214605898207,0.2539576789053526,BMP4;BRCA1
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway (GO:2001236),2/64,0.0461214605898207,0.2539576789053526,BMP4;HTT
GO_Biological_Process_2021,actin-mediated cell contraction (GO:0070252),1/9,0.0471413468904986,0.2539576789053526,CCDC88C
GO_Biological_Process_2021,cellular response to sterol depletion (GO:0071501),1/9,0.0471413468904986,0.2539576789053526,INSIG1
GO_Biological_Process_2021,organic acid catabolic process (GO:0016054),1/9,0.0471413468904986,0.2539576789053526,PON3
GO_Biological_Process_2021,DNA topological change (GO:0006265),1/9,0.0471413468904986,0.2539576789053526,TOP1MT
GO_Biological_Process_2021,endochondral ossification (GO:0001958),1/9,0.0471413468904986,0.2539576789053526,BMP4
GO_Biological_Process_2021,epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198),1/9,0.0471413468904986,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of autophagy of mitochondrion (GO:1903599),1/9,0.0471413468904986,0.2539576789053526,HTT
GO_Biological_Process_2021,positive regulation of memory T cell differentiation (GO:0043382),1/9,0.0471413468904986,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,T-helper 1 type immune response (GO:0042088),1/9,0.0471413468904986,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,positive regulation of smooth muscle contraction (GO:0045987),1/9,0.0471413468904986,0.2539576789053526,PROK2
GO_Biological_Process_2021,mesodermal cell differentiation (GO:0048333),1/9,0.0471413468904986,0.2539576789053526,BMP4
GO_Biological_Process_2021,type B pancreatic cell differentiation (GO:0003309),1/9,0.0471413468904986,0.2539576789053526,BMP4
GO_Biological_Process_2021,protein K6-linked ubiquitination (GO:0085020),1/9,0.0471413468904986,0.2539576789053526,BRCA1
GO_Biological_Process_2021,BMP signaling pathway (GO:0030509),2/65,0.0474233373750707,0.2539576789053526,BMP4;RGMA
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",18/2244,0.051569019992234,0.2539576789053526,ACTL6B;SRRT;ZNF34;BRCA1;NPAS3;BMP4;RXRB;ZEB2;AEBP2;DHX36;PRDM16;ZIC1;HOXC4;SAP18;SP8;ZNF577;HLA-DRB1;TCFL5
GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",11/1183,0.0516479431723022,0.2539576789053526,BMP4;RXRB;ZEB2;DHX36;PRDM16;ZIC1;HOXC4;BRCA1;HLA-DRB1;NPAS3;RGMA
GO_Biological_Process_2021,cell differentiation involved in metanephros development (GO:0072202),1/10,0.0522414233078482,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of peptidyl-lysine acetylation (GO:2000757),1/10,0.0522414233078482,0.2539576789053526,BRCA1
GO_Biological_Process_2021,negative regulation of protein exit from endoplasmic reticulum (GO:0070862),1/10,0.0522414233078482,0.2539576789053526,INSIG1
GO_Biological_Process_2021,cellular response to oxygen levels (GO:0071453),1/10,0.0522414233078482,0.2539576789053526,CPEB4
GO_Biological_Process_2021,regulation of memory T cell differentiation (GO:0043380),1/10,0.0522414233078482,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,dosage compensation (GO:0007549),1/10,0.0522414233078482,0.2539576789053526,BRCA1
GO_Biological_Process_2021,endothelial tube morphogenesis (GO:0061154),1/10,0.0522414233078482,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation by symbiont of entry into host (GO:0075294),1/10,0.0522414233078482,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,G protein-coupled serotonin receptor signaling pathway (GO:0098664),1/10,0.0522414233078482,0.2539576789053526,HTR2A
GO_Biological_Process_2021,positive regulation of dendritic spine morphogenesis (GO:0061003),1/10,0.0522414233078482,0.2539576789053526,DHX36
GO_Biological_Process_2021,positive regulation of epidermis development (GO:0045684),1/10,0.0522414233078482,0.2539576789053526,BMP4
GO_Biological_Process_2021,response to histamine (GO:0034776),1/10,0.0522414233078482,0.2539576789053526,GABRB1
GO_Biological_Process_2021,retinoic acid receptor signaling pathway (GO:0048384),1/10,0.0522414233078482,0.2539576789053526,RXRB
GO_Biological_Process_2021,positive regulation of monocyte differentiation (GO:0045657),1/10,0.0522414233078482,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,positive regulation of mRNA 3'-end processing (GO:0031442),1/10,0.0522414233078482,0.2539576789053526,DHX36
GO_Biological_Process_2021,ionotropic glutamate receptor signaling pathway (GO:0035235),1/10,0.0522414233078482,0.2539576789053526,CPEB4
GO_Biological_Process_2021,smooth muscle tissue development (GO:0048745),1/10,0.0522414233078482,0.2539576789053526,BMP4
GO_Biological_Process_2021,lung epithelium development (GO:0060428),1/10,0.0522414233078482,0.2539576789053526,BMP4
GO_Biological_Process_2021,mesenchymal to epithelial transition (GO:0060231),1/10,0.0522414233078482,0.2539576789053526,BMP4
GO_Biological_Process_2021,positive regulation of viral entry into host cell (GO:0046598),1/10,0.0522414233078482,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,primary miRNA processing (GO:0031053),1/10,0.0522414233078482,0.2539576789053526,SRRT
GO_Biological_Process_2021,protein K11-linked deubiquitination (GO:0035871),1/10,0.0522414233078482,0.2539576789053526,OTUD7A
GO_Biological_Process_2021,cellular response to growth factor stimulus (GO:0071363),3/158,0.0529753247528865,0.2539576789053526,BMP4;HAS1;CD44
GO_Biological_Process_2021,cellular response to BMP stimulus (GO:0071773),2/71,0.0555093708140404,0.2539576789053526,BMP4;RGMA
GO_Biological_Process_2021,cholesterol homeostasis (GO:0042632),2/71,0.0555093708140404,0.2539576789053526,ACSM3;INSIG1
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),2/71,0.0555093708140404,0.2539576789053526,BMP4;HLA-DRB1
GO_Biological_Process_2021,sterol homeostasis (GO:0055092),2/72,0.0569012171577916,0.2539576789053526,ACSM3;INSIG1
GO_Biological_Process_2021,negative regulation of centrosome duplication (GO:0010826),1/11,0.0573144565428046,0.2539576789053526,BRCA1
GO_Biological_Process_2021,negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147),1/11,0.0573144565428046,0.2539576789053526,BRCA1
GO_Biological_Process_2021,cardiac muscle cell membrane repolarization (GO:0099622),1/11,0.0573144565428046,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,negative regulation of nuclear division (GO:0051784),1/11,0.0573144565428046,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of sprouting angiogenesis (GO:1903671),1/11,0.0573144565428046,0.2539576789053526,EPN2
GO_Biological_Process_2021,regulation of histone H3-K9 acetylation (GO:2000615),1/11,0.0573144565428046,0.2539576789053526,BRCA1
GO_Biological_Process_2021,regulation of lamellipodium morphogenesis (GO:2000392),1/11,0.0573144565428046,0.2539576789053526,CD44
GO_Biological_Process_2021,regulation of melanin biosynthetic process (GO:0048021),1/11,0.0573144565428046,0.2539576789053526,ZEB2
GO_Biological_Process_2021,regulation of mRNA 3'-end processing (GO:0031440),1/11,0.0573144565428046,0.2539576789053526,DHX36
GO_Biological_Process_2021,regulation of stress-activated protein kinase signaling cascade (GO:0070302),1/11,0.0573144565428046,0.2539576789053526,NBR1
GO_Biological_Process_2021,glutathione biosynthetic process (GO:0006750),1/11,0.0573144565428046,0.2539576789053526,CNDP2
GO_Biological_Process_2021,response to sterol (GO:0036314),1/11,0.0573144565428046,0.2539576789053526,INSIG1
GO_Biological_Process_2021,positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800),1/11,0.0573144565428046,0.2539576789053526,BMP4
GO_Biological_Process_2021,mesonephros development (GO:0001823),1/11,0.0573144565428046,0.2539576789053526,BMP4
GO_Biological_Process_2021,monocyte differentiation (GO:0030224),1/11,0.0573144565428046,0.2539576789053526,BMP4
GO_Biological_Process_2021,xenobiotic glucuronidation (GO:0052697),1/11,0.0573144565428046,0.2539576789053526,UGT2B28
GO_Biological_Process_2021,regulation of hydrolase activity (GO:0051336),2/73,0.0583052301429714,0.2539576789053526,ADAP1;NGEF
GO_Biological_Process_2021,negative regulation of fatty acid biosynthetic process (GO:0045717),1/12,0.0623605885430635,0.2539576789053526,BRCA1
GO_Biological_Process_2021,autophagy of peroxisome (GO:0030242),1/12,0.0623605885430635,0.2539576789053526,NBR1
GO_Biological_Process_2021,negative regulation of histone acetylation (GO:0035067),1/12,0.0623605885430635,0.2539576789053526,BRCA1
GO_Biological_Process_2021,"regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)",1/12,0.0623605885430635,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,carboxylic acid catabolic process (GO:0046395),1/12,0.0623605885430635,0.2539576789053526,PON3
GO_Biological_Process_2021,regulation of histone H3-K9 methylation (GO:0051570),1/12,0.0623605885430635,0.2539576789053526,BRCA1
GO_Biological_Process_2021,nonribosomal peptide biosynthetic process (GO:0019184),1/12,0.0623605885430635,0.2539576789053526,CNDP2
GO_Biological_Process_2021,dosage compensation by inactivation of X chromosome (GO:0009048),1/12,0.0623605885430635,0.2539576789053526,BRCA1
GO_Biological_Process_2021,positive regulation of cardiocyte differentiation (GO:1905209),1/12,0.0623605885430635,0.2539576789053526,DHX36
GO_Biological_Process_2021,glutamine metabolic process (GO:0006541),1/12,0.0623605885430635,0.2539576789053526,ARHGAP11B
GO_Biological_Process_2021,smooth muscle cell differentiation (GO:0051145),1/12,0.0623605885430635,0.2539576789053526,BMP4
GO_Biological_Process_2021,maintenance of protein localization in endoplasmic reticulum (GO:0035437),1/12,0.0623605885430635,0.2539576789053526,INSIG1
GO_Biological_Process_2021,regulation of T cell proliferation (GO:0042129),2/76,0.0625886037178123,0.2539576789053526,SLC7A1;HLA-DRB1
GO_Biological_Process_2021,positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),3/171,0.064050970518881,0.2539576789053526,DHX36;TNFRSF19;HLA-DRB1
GO_Biological_Process_2021,positive regulation of ERK1 and ERK2 cascade (GO:0070374),3/172,0.0649441433030175,0.2539576789053526,HTR2A;HLA-DRB1;CD44
GO_Biological_Process_2021,negative regulation of apoptotic signaling pathway (GO:2001234),2/78,0.0655019908973351,0.2539576789053526,BMP4;HTT
GO_Biological_Process_2021,cation transport (GO:0006812),3/174,0.066747768449092,0.2539576789053526,TRPC6;KCNAB3;SLC7A1
GO_Biological_Process_2021,atrial cardiac muscle cell action potential (GO:0086014),1/13,0.0673799605392181,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,negative regulation of histone methylation (GO:0031061),1/13,0.0673799605392181,0.2539576789053526,BRCA1
GO_Biological_Process_2021,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166),1/13,0.0673799605392181,0.2539576789053526,CD44
GO_Biological_Process_2021,cardiac right ventricle morphogenesis (GO:0003215),1/13,0.0673799605392181,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of myoblast differentiation (GO:0045662),1/13,0.0673799605392181,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030948),1/13,0.0673799605392181,0.2539576789053526,EPN2
GO_Biological_Process_2021,regulation of membrane repolarization (GO:0060306),1/13,0.0673799605392181,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,endochondral bone morphogenesis (GO:0060350),1/13,0.0673799605392181,0.2539576789053526,BMP4
GO_Biological_Process_2021,regulation of protein exit from endoplasmic reticulum (GO:0070861),1/13,0.0673799605392181,0.2539576789053526,INSIG1
GO_Biological_Process_2021,"positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)",1/13,0.0673799605392181,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,fatty acid elongation (GO:0030497),1/13,0.0673799605392181,0.2539576789053526,TECR
GO_Biological_Process_2021,regulation of T cell differentiation in thymus (GO:0033081),1/13,0.0673799605392181,0.2539576789053526,BMP4
GO_Biological_Process_2021,lymphocyte mediated immunity (GO:0002449),1/13,0.0673799605392181,0.2539576789053526,KLRC2
GO_Biological_Process_2021,microtubule-based transport (GO:0099111),1/13,0.0673799605392181,0.2539576789053526,HTT
GO_Biological_Process_2021,positive regulation of transporter activity (GO:0032411),1/13,0.0673799605392181,0.2539576789053526,TRPC6
GO_Biological_Process_2021,very long-chain fatty acid biosynthetic process (GO:0042761),1/13,0.0673799605392181,0.2539576789053526,TECR
GO_Biological_Process_2021,muscle tissue development (GO:0060537),1/13,0.0673799605392181,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of adenylate cyclase activity (GO:0007194),1/13,0.0673799605392181,0.2539576789053526,GRM2
GO_Biological_Process_2021,RNA processing (GO:0006396),3/179,0.0713564692850019,0.2539576789053526,SNRPN;RBPMS;PPIG
GO_Biological_Process_2021,ephrin receptor signaling pathway (GO:0048013),2/82,0.0714617142920969,0.2539576789053526,KALRN;NGEF
GO_Biological_Process_2021,negative regulation of cyclase activity (GO:0031280),1/14,0.0723727130213813,0.2539576789053526,GRM2
GO_Biological_Process_2021,antigen processing and presentation of endogenous peptide antigen (GO:0002483),1/14,0.0723727130213813,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,"negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)",1/14,0.0723727130213813,0.2539576789053526,CD44
GO_Biological_Process_2021,regulation of cAMP-dependent protein kinase activity (GO:2000479),1/14,0.0723727130213813,0.2539576789053526,HTT
GO_Biological_Process_2021,branching involved in blood vessel morphogenesis (GO:0001569),1/14,0.0723727130213813,0.2539576789053526,SEMA3E
GO_Biological_Process_2021,"negative regulation of mRNA splicing, via spliceosome (GO:0048025)",1/14,0.0723727130213813,0.2539576789053526,SAP18
GO_Biological_Process_2021,negative regulation of pri-miRNA transcription by RNA polymerase II (GO:1902894),1/14,0.0723727130213813,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of T cell differentiation (GO:0045581),1/14,0.0723727130213813,0.2539576789053526,BMP4
GO_Biological_Process_2021,negative regulation of viral transcription (GO:0032897),1/14,0.0723727130213813,0.2539576789053526,TRIM31
GO_Biological_Process_2021,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902165),1/14,0.0723727130213813,0.2539576789053526,CD44
GO_Biological_Process_2021,regulation of lamellipodium organization (GO:1902743),1/14,0.0723727130213813,0.2539576789053526,CD44
GO_Biological_Process_2021,detection of bacterium (GO:0016045),1/14,0.0723727130213813,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,peptidyl-serine dephosphorylation (GO:0070262),1/14,0.0723727130213813,0.2539576789053526,PPP2R2B
GO_Biological_Process_2021,renal absorption (GO:0070293),1/14,0.0723727130213813,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,heterochromatin organization (GO:0070828),1/14,0.0723727130213813,0.2539576789053526,PRDM16
GO_Biological_Process_2021,positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774),1/14,0.0723727130213813,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,positive regulation of leukocyte degranulation (GO:0043302),1/14,0.0723727130213813,0.2539576789053526,KLRC2
GO_Biological_Process_2021,intestinal absorption (GO:0050892),1/14,0.0723727130213813,0.2539576789053526,KCNQ1
GO_Biological_Process_2021,manganese ion transport (GO:0006828),1/14,0.0723727130213813,0.2539576789053526,TRPC6
GO_Biological_Process_2021,positive regulation of regulatory T cell differentiation (GO:0045591),1/14,0.0723727130213813,0.2539576789053526,HLA-DRB1
GO_Biological_Process_2021,membrane repolarization during action potential (GO:0086011),1/14,0.0723727130213813,0.2539576789053526,KCNQ1
